priority_phase,nav_title,assigned_writer,Column 4,work_type,proposed_section,current_path,proposed_path,annotation,redirect_needed,pr_branch,notes
5 - Channels,WhatsApp setup,,Not started,move + redirect,Channels > WhatsApp > WhatsApp setup,_docs/_user_guide/message_building_by_channel/whatsapp/overview.md,_docs/_user_guide/channels/whatsapp/whatsapp_setup.md,,yes,,
5 - Channels,Embedded signup,,Not started,move + redirect,Channels > WhatsApp > WhatsApp setup > Embedded signup,_docs/_user_guide/message_building_by_channel/whatsapp/overview/embedded_signup.md,_docs/_user_guide/channels/whatsapp/whatsapp_setup/embedded_signup.md,,yes,,
5 - Channels,User phone numbers,,Not started,move + redirect,Channels > WhatsApp > WhatsApp setup > User phone numbers,_docs/_user_guide/message_building_by_channel/whatsapp/user_phone_numbers.md,_docs/_user_guide/channels/whatsapp/whatsapp_setup/user_phone_numbers.md,,yes,,
5 - Channels,Subscription groups,,Not started,move + redirect,Channels > WhatsApp > WhatsApp setup > Subscription groups,_docs/_user_guide/message_building_by_channel/whatsapp/user_subscription.md,_docs/_user_guide/channels/whatsapp/whatsapp_setup/subscription_groups.md,,yes,,
NONE (unchanged),Analytics,,Not started,none,Analytics,_docs/_user_guide/analytics.md,_docs/_user_guide/analytics.md,,no,,
5 - Channels,Multiple business accounts,,Not started,move + redirect,Channels > WhatsApp > WhatsApp setup > Multiple business accounts,_docs/_user_guide/message_building_by_channel/whatsapp/overview/multiple_subscription_groups.md,_docs/_user_guide/channels/whatsapp/whatsapp_setup/multiple_business_accounts.md,,yes,,
5 - Channels,WhatsApp phone numbers,,Not started,create,Channels > WhatsApp > WhatsApp setup > WhatsApp phone numbers,,_docs/_user_guide/channels/whatsapp/whatsapp_setup/whatsapp_phone_numbers.md,(auto-detected: new section landing page),no,,
5 - Channels,Acquire a phone number,,Not started,move + redirect,Channels > WhatsApp > WhatsApp setup > WhatsApp phone numbers > Acquire a phone number,_docs/_user_guide/message_building_by_channel/whatsapp/user_phone_numbers.md,_docs/_user_guide/channels/whatsapp/whatsapp_setup/whatsapp_phone_numbers/acquire_a_phone_number.md,,yes,,
5 - Channels,Migrate a phone number,,Not started,move + redirect,Channels > WhatsApp > WhatsApp setup > WhatsApp phone numbers > Migrate a phone number,_docs/_user_guide/message_building_by_channel/whatsapp/overview/phone_number_migration.md,_docs/_user_guide/channels/whatsapp/whatsapp_setup/whatsapp_phone_numbers/migrate_a_phone_number.md,,yes,,
5 - Channels,Transfer between workspaces,,Not started,move + redirect,Channels > WhatsApp > WhatsApp setup > WhatsApp phone numbers > Transfer between workspaces,_docs/_user_guide/message_building_by_channel/whatsapp/overview/transfer_between_workspaces.md,_docs/_user_guide/channels/whatsapp/whatsapp_setup/whatsapp_phone_numbers/transfer_between_workspaces.md,,yes,,
5 - Channels,Create a WhatsApp message,,Not started,move + redirect,Channels > WhatsApp > Create a WhatsApp message,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_campaign/create.md,_docs/_user_guide/channels/whatsapp/create_a_whatsapp_message.md,,yes,,
5 - Channels,Message features and optimization,,Not started,create,Channels > WhatsApp > Message features and optimization,,_docs/_user_guide/channels/whatsapp/message_features_and_optimization.md,(auto-detected: new section landing page),no,,
5 - Channels,Optimized delivery,,Not started,move + redirect,Channels > WhatsApp > Message features and optimization > Optimized delivery,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_campaign/optimized_delivery.md,_docs/_user_guide/channels/whatsapp/message_features_and_optimization/optimized_delivery.md,,yes,,
5 - Channels,Click tracking,,Not started,move + redirect,Channels > WhatsApp > Message features and optimization > Click tracking,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_campaign/click_tracking.md,_docs/_user_guide/channels/whatsapp/message_features_and_optimization/click_tracking.md,,yes,,
5 - Channels,WhatsApp Flows,,Not started,move + redirect,Channels > WhatsApp > Message features and optimization > WhatsApp Flows,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_campaign/whatsapp_flows.md,_docs/_user_guide/channels/whatsapp/message_features_and_optimization/whatsapp_flows.md,,yes,,
5 - Channels,Product messages,,Not started,move + redirect,Channels > WhatsApp > Message features and optimization > Product messages,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_campaign/product_messages.md,_docs/_user_guide/channels/whatsapp/message_features_and_optimization/product_messages.md,,yes,,
5 - Channels,User retargeting,,Not started,move + redirect,Channels > WhatsApp > Message features and optimization > User retargeting,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_campaign/user_retargeting.md,_docs/_user_guide/channels/whatsapp/message_features_and_optimization/user_retargeting.md,,yes,,
5 - Channels,Custom domains,,Not started,move + redirect,Channels > WhatsApp > Message features and optimization > Custom domains,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_campaign/custom_domains.md,_docs/_user_guide/channels/whatsapp/message_features_and_optimization/custom_domains.md,,yes,,
5 - Channels,Message processing,,Not started,move + redirect,Channels > WhatsApp > Message processing,_docs/_user_guide/message_building_by_channel/whatsapp/message_processing.md,_docs/_user_guide/channels/whatsapp/message_processing.md,,yes,,
5 - Channels,Opt-ins & opt-outs,,Not started,move + redirect,Channels > WhatsApp > Message processing > Opt-ins & opt-outs,_docs/_user_guide/message_building_by_channel/whatsapp/message_processing/opt-ins_and_opt-outs.md,_docs/_user_guide/channels/whatsapp/message_processing/opt_ins__opt_outs.md,,yes,,
5 - Channels,Messaging users,,Not started,move + redirect,Channels > WhatsApp > Message processing > Messaging users,_docs/_user_guide/message_building_by_channel/whatsapp/message_processing/user_messages.md,_docs/_user_guide/channels/whatsapp/message_processing/messaging_users.md,,yes,,
5 - Channels,Handling unknown phone numbers,,Not started,move + redirect,Channels > WhatsApp > Message processing > Handling unknown phone numbers,_docs/_user_guide/message_building_by_channel/whatsapp/message_processing/handling_unknown_numbers.md,_docs/_user_guide/channels/whatsapp/message_processing/handling_unknown_phone_numbers.md,,yes,,
5 - Channels,Quality rating and messaging limits,,Not started,move + redirect,Channels > WhatsApp > Message processing > Quality rating and messaging limits,_docs/_user_guide/message_building_by_channel/whatsapp/message_processing/quality_rating.md,_docs/_user_guide/channels/whatsapp/message_processing/quality_rating_and_messaging_limits.md,,yes,,
NONE (unchanged),Tracking,,Not started,none,Analytics > Tracking,_docs/_user_guide/analytics/tracking.md,_docs/_user_guide/analytics/tracking.md,,no,,
5 - Channels,Reporting,,Not started,move + redirect,Channels > WhatsApp > Reporting,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_campaign_analytics.md,_docs/_user_guide/channels/whatsapp/reporting.md,,yes,,
NONE (unchanged),Uninstall tracking,,Not started,none,Analytics > Tracking > Uninstall tracking,_docs/_user_guide/analytics/tracking/uninstall_tracking.md,_docs/_user_guide/analytics/tracking/uninstall_tracking.md,,no,,
5 - Channels,Use cases,,Not started,move + redirect,Channels > WhatsApp > Use cases,_docs/_user_guide/data/unification/data_transformation/use_cases.md,_docs/_user_guide/channels/whatsapp/use_cases.md,,yes,,
NONE (unchanged),Segment analytics tracking,,Not started,none,Analytics > Tracking > Segment analytics tracking,_docs/_user_guide/analytics/tracking/segment_analytics_tracking.md,_docs/_user_guide/analytics/tracking/segment_analytics_tracking.md,,no,,
5 - Channels,Ads that click to WhatsApp,,Not started,move + redirect,Channels > WhatsApp > Use cases > Ads that click to WhatsApp,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_use_cases/ads_that_click.md,_docs/_user_guide/channels/whatsapp/use_cases/ads_that_click_to_whatsapp.md,,yes,,
NONE (unchanged),BrazeAI,,Not started,none,BrazeAI,_docs/_user_guide/brazeai.md,_docs/_user_guide/brazeai.md,,no,,
NONE (unchanged),Agents,,Not started,none,BrazeAI > Agents,_docs/_user_guide/brazeai/agents.md,_docs/_user_guide/brazeai/agents.md,,no,,
5 - Channels,WhatsApp and external systems,,Not started,move + redirect,Channels > WhatsApp > Use cases > WhatsApp and external systems,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_use_cases/external_system.md,_docs/_user_guide/channels/whatsapp/use_cases/whatsapp_and_external_systems.md,,yes,,
NONE (unchanged),Content Optimizer,,Not started,none,BrazeAI > Content Optimizer,_docs/_user_guide/brazeai/content_optimizer.md,_docs/_user_guide/brazeai/content_optimizer.md,,no,,
NONE (unchanged),Decisioning Studio,,Not started,none,BrazeAI > Decisioning Studio,_docs/_user_guide/brazeai/decisioning_studio.md,_docs/_user_guide/brazeai/decisioning_studio.md,,no,,
NONE (unchanged),Generative AI,,Not started,none,BrazeAI > Generative AI,_docs/_user_guide/brazeai/generative_ai.md,_docs/_user_guide/brazeai/generative_ai.md,,no,,
5 - Channels,Best practices,,Not started,move + redirect,Channels > WhatsApp > Best practices,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_best_practices.md,_docs/_user_guide/channels/whatsapp/best_practices.md,,yes,,
5 - Channels,FAQ,,Not started,move + redirect,Channels > WhatsApp > FAQ,_docs/_user_guide/message_building_by_channel/whatsapp/faqs.md,_docs/_user_guide/channels/whatsapp/faq.md,,yes,,
NONE (unchanged),Operator,,Not started,none,BrazeAI > Operator,_docs/_user_guide/brazeai/operator.md,_docs/_user_guide/brazeai/operator.md,,no,,
5 - Channels,Meta resources,,Not started,move + redirect,Channels > WhatsApp > Meta resources,_docs/_user_guide/message_building_by_channel/whatsapp/meta_resources.md,_docs/_user_guide/channels/whatsapp/meta_resources.md,,yes,,
NONE (unchanged),Access Braze,,Not started,none,,_docs/_user_guide/administrative/access_braze.md,_docs/_user_guide/administrative/access_braze.md,,no,,
NONE (unchanged),API and SDK endpoints,,Not started,none,,_docs/_user_guide/administrative/access_braze/sdk_endpoints.md,_docs/_user_guide/administrative/access_braze/sdk_endpoints.md,,no,,
NONE (unchanged),Settings,,Not started,none,,_docs/_user_guide/administrative/app_settings.md,_docs/_user_guide/administrative/app_settings.md,,no,,
NONE (unchanged),Security events export with S3,,Not started,none,,_docs/_user_guide/administrative/app_settings/company_settings/security_settings/security_export_s3.md,_docs/_user_guide/administrative/app_settings/company_settings/security_settings/security_export_s3.md,,no,,
NONE (unchanged),Bot filtering for emails,,Not started,none,,_docs/_user_guide/administrative/app_settings/email_settings/bot_filtering.md,_docs/_user_guide/administrative/app_settings/email_settings/bot_filtering.md,,no,,
NONE (unchanged),Manage consent,,Not started,none,,_docs/_user_guide/administrative/privacy/managing_consent.md,_docs/_user_guide/administrative/privacy/managing_consent.md,,no,,
NONE (unchanged),Spam regulations,,Not started,none,,_docs/_user_guide/administrative/privacy/spam_regulations.md,_docs/_user_guide/administrative/privacy/spam_regulations.md,,no,,
NONE (unchanged),Your analytics dashboards,,Not started,none,,_docs/_user_guide/analytics/dashboard.md,_docs/_user_guide/analytics/dashboard.md,,no,,
NONE (unchanged),API usage dashboard,,Not started,none,,_docs/_user_guide/analytics/dashboard/api_usage_dashboard.md,_docs/_user_guide/analytics/dashboard/api_usage_dashboard.md,,no,,
NONE (unchanged),Conversions dashboard,,Not started,none,,_docs/_user_guide/analytics/dashboard/conversions_dashboard.md,_docs/_user_guide/analytics/dashboard/conversions_dashboard.md,,no,,
NONE (unchanged),eCommerce revenue dashboard,,Not started,none,,_docs/_user_guide/analytics/dashboard/ecommerce_revenue_dashboard.md,_docs/_user_guide/analytics/dashboard/ecommerce_revenue_dashboard.md,,no,,
NONE (unchanged),Home dashboard,,Not started,none,,_docs/_user_guide/analytics/dashboard/home_dashboard.md,_docs/_user_guide/analytics/dashboard/home_dashboard.md,,no,,
NONE (unchanged),Build queries,,Not started,none,,_docs/_user_guide/analytics/query_builder/building_queries.md,_docs/_user_guide/analytics/query_builder/building_queries.md,,no,,
NONE (unchanged),Query templates,,Not started,none,,_docs/_user_guide/analytics/query_builder/query_templates.md,_docs/_user_guide/analytics/query_builder/query_templates.md,,no,,
NONE (unchanged),SQL variables,,Not started,none,,_docs/_user_guide/analytics/query_builder/sql_variables.md,_docs/_user_guide/analytics/query_builder/sql_variables.md,,no,,
NONE (unchanged),Your reports,,Not started,none,,_docs/_user_guide/analytics/reporting.md,_docs/_user_guide/analytics/reporting.md,,no,,
NONE (unchanged),Metrics by segments,,Not started,none,,_docs/_user_guide/analytics/reporting/data_by_segments.md,_docs/_user_guide/analytics/reporting/data_by_segments.md,,no,,
NONE (unchanged),Report Builder (legacy),,Not started,none,,_docs/_user_guide/analytics/reporting/report_builder/report_builder_legacy.md,_docs/_user_guide/analytics/reporting/report_builder/report_builder_legacy.md,,no,,
NONE (unchanged),Create agents,,Not started,none,,_docs/_user_guide/brazeai/agents/creating_agents.md,_docs/_user_guide/brazeai/agents/creating_agents.md,,no,,
NONE (unchanged),Deploy agents,,Not started,none,,_docs/_user_guide/brazeai/agents/deploying_agents.md,_docs/_user_guide/brazeai/agents/deploying_agents.md,,no,,
NONE (unchanged),Decisioning Studio Go,,Not started,none,,_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_go.md,_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_go.md,,no,,
NONE (unchanged),Connect data sources,,Not started,none,,_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_go/connect_data_sources.md,_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_go/connect_data_sources.md,,no,,
NONE (unchanged),Design your agent,,Not started,none,,_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_go/design_your_agent.md,_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_go/design_your_agent.md,,no,,
NONE (unchanged),Launch your agent,,Not started,none,,_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_go/launch_your_agent.md,_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_go/launch_your_agent.md,,no,,
NONE (unchanged),Set up orchestration,,Not started,none,,_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_go/set_up_orchestration.md,_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_go/set_up_orchestration.md,,no,,
NONE (unchanged),Decisioning Studio Pro,,Not started,none,,_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_pro.md,_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_pro.md,,no,,
NONE (unchanged),Connect data sources,,Not started,none,,_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_pro/connect_data_sources.md,_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_pro/connect_data_sources.md,,no,,
NONE (unchanged),Design your agent,,Not started,none,,_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_pro/design_your_agent.md,_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_pro/design_your_agent.md,,no,,
NONE (unchanged),Launch your agent,,Not started,none,,_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_pro/launch_your_agent.md,_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_pro/launch_your_agent.md,,no,,
NONE (unchanged),Set up orchestration,,Not started,none,,_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_pro/set_up_orchestration.md,_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_pro/set_up_orchestration.md,,no,,
NONE (unchanged),FAQ,,Not started,none,,_docs/_user_guide/brazeai/decisioning_studio/faq.md,_docs/_user_guide/brazeai/decisioning_studio/faq.md,,no,,
NONE (unchanged),Designing decisioning agents,,Not started,none,,_docs/_user_guide/brazeai/decisioning_studio/getting_started/designing_decisioning_agents.md,_docs/_user_guide/brazeai/decisioning_studio/getting_started/designing_decisioning_agents.md,,no,,
NONE (unchanged),Overview,,Not started,none,,_docs/_user_guide/brazeai/decisioning_studio/getting_started/overview.md,_docs/_user_guide/brazeai/decisioning_studio/getting_started/overview.md,,no,,
NONE (unchanged),Preparing your data sources,,Not started,none,,_docs/_user_guide/brazeai/decisioning_studio/getting_started/preparing_your_data_sources.md,_docs/_user_guide/brazeai/decisioning_studio/getting_started/preparing_your_data_sources.md,,no,,
NONE (unchanged),Preparing your orchestration,,Not started,none,,_docs/_user_guide/brazeai/decisioning_studio/getting_started/preparing_your_orchestration.md,_docs/_user_guide/brazeai/decisioning_studio/getting_started/preparing_your_orchestration.md,,no,,
NONE (unchanged),Reports and insights,,Not started,none,,_docs/_user_guide/brazeai/decisioning_studio/reporting.md,_docs/_user_guide/brazeai/decisioning_studio/reporting.md,,no,,
NONE (unchanged),Brand guidelines,,Not started,none,,_docs/_user_guide/brazeai/generative_ai/brand_guidelines.md,_docs/_user_guide/brazeai/generative_ai/brand_guidelines.md,,no,,
NONE (unchanged),Content QA,,Not started,none,,_docs/_user_guide/brazeai/generative_ai/content_qa.md,_docs/_user_guide/brazeai/generative_ai/content_qa.md,,no,,
NONE (unchanged),Copywriting,,Not started,none,,_docs/_user_guide/brazeai/generative_ai/copywriting.md,_docs/_user_guide/brazeai/generative_ai/copywriting.md,,no,,
NONE (unchanged),Images,,Not started,none,,_docs/_user_guide/brazeai/generative_ai/images.md,_docs/_user_guide/brazeai/generative_ai/images.md,,no,,
NONE (unchanged),Liquid code,,Not started,none,,_docs/_user_guide/brazeai/generative_ai/liquid.md,_docs/_user_guide/brazeai/generative_ai/liquid.md,,no,,
NONE (unchanged),SQL queries,,Not started,none,,_docs/_user_guide/brazeai/generative_ai/sql_queries.md,_docs/_user_guide/brazeai/generative_ai/sql_queries.md,,no,,
NONE (unchanged),SQL Segment Extensions,,Not started,none,,_docs/_user_guide/brazeai/generative_ai/sql_segment_extensions.md,_docs/_user_guide/brazeai/generative_ai/sql_segment_extensions.md,,no,,
NONE (unchanged),Channel filter,,Not started,none,,_docs/_user_guide/brazeai/intelligence/intelligent_channel.md,_docs/_user_guide/brazeai/intelligence/intelligent_channel.md,,no,,
NONE (unchanged),Intelligent Selection,,Not started,none,,_docs/_user_guide/brazeai/intelligence/intelligent_selection.md,_docs/_user_guide/brazeai/intelligence/intelligent_selection.md,,no,,
NONE (unchanged),Intelligent Timing,,Not started,none,,_docs/_user_guide/brazeai/intelligence/intelligent_timing.md,_docs/_user_guide/brazeai/intelligence/intelligent_timing.md,,no,,
NONE (unchanged),Tutorial: Quick service restaurant,,Not started,none,,_docs/_user_guide/brazeai/intelligence/tutorial.md,_docs/_user_guide/brazeai/intelligence/tutorial.md,,no,,
NONE (unchanged),Available API functions,,Not started,none,,_docs/_user_guide/brazeai/mcp_server/available_api_functions.md,_docs/_user_guide/brazeai/mcp_server/available_api_functions.md,,no,,
NONE (unchanged),Braze MCP server setup,,Not started,none,,_docs/_user_guide/brazeai/mcp_server/setup.md,_docs/_user_guide/brazeai/mcp_server/setup.md,,no,,
NONE (unchanged),Using the Braze MCP server,,Not started,none,,_docs/_user_guide/brazeai/mcp_server/usage.md,_docs/_user_guide/brazeai/mcp_server/usage.md,,no,,
NONE (unchanged),Churn analytics,,Not started,none,,_docs/_user_guide/brazeai/predictive_churn/analytics.md,_docs/_user_guide/brazeai/predictive_churn/analytics.md,,no,,
NONE (unchanged),Create a churn prediction,,Not started,none,,_docs/_user_guide/brazeai/predictive_churn/creating_a_churn_prediction.md,_docs/_user_guide/brazeai/predictive_churn/creating_a_churn_prediction.md,,no,,
NONE (unchanged),Messaging users,,Not started,none,,_docs/_user_guide/brazeai/predictive_churn/messaging_users.md,_docs/_user_guide/brazeai/predictive_churn/messaging_users.md,,no,,
NONE (unchanged),Troubleshooting,,Not started,none,,_docs/_user_guide/brazeai/predictive_churn/troubleshooting.md,_docs/_user_guide/brazeai/predictive_churn/troubleshooting.md,,no,,
NONE (unchanged),Predictive Events,,Not started,none,,_docs/_user_guide/brazeai/predictive_events.md,_docs/_user_guide/brazeai/predictive_events.md,,no,,
NONE (unchanged),Event analytics,,Not started,none,,_docs/_user_guide/brazeai/predictive_events/analytics.md,_docs/_user_guide/brazeai/predictive_events/analytics.md,,no,,
NONE (unchanged),Create an Event Prediction,,Not started,none,,_docs/_user_guide/brazeai/predictive_events/creating_an_event_prediction.md,_docs/_user_guide/brazeai/predictive_events/creating_an_event_prediction.md,,no,,
NONE (unchanged),Messaging users,,Not started,none,,_docs/_user_guide/brazeai/predictive_events/messaging_users.md,_docs/_user_guide/brazeai/predictive_events/messaging_users.md,,no,,
NONE (unchanged),Use case,,Not started,none,,_docs/_user_guide/brazeai/predictive_events/use_case.md,_docs/_user_guide/brazeai/predictive_events/use_case.md,,no,,
NONE (unchanged),Create recommendations,,Not started,none,,_docs/_user_guide/brazeai/recommendations/creating_recommendations.md,_docs/_user_guide/brazeai/recommendations/creating_recommendations.md,,no,,
NONE (unchanged),AI recommendations,,Not started,none,,_docs/_user_guide/brazeai/recommendations/creating_recommendations/ai.md,_docs/_user_guide/brazeai/recommendations/creating_recommendations/ai.md,,no,,
NONE (unchanged),Rules-based recommendations,,Not started,none,,_docs/_user_guide/brazeai/recommendations/creating_recommendations/rules_based.md,_docs/_user_guide/brazeai/recommendations/creating_recommendations/rules_based.md,,no,,
NONE (unchanged),Use case,,Not started,none,,_docs/_user_guide/brazeai/recommendations/use_case.md,_docs/_user_guide/brazeai/recommendations/use_case.md,,no,,
NONE (unchanged),Using recommendations,,Not started,none,,_docs/_user_guide/brazeai/recommendations/using_recommendations.md,_docs/_user_guide/brazeai/recommendations/using_recommendations.md,,no,,
NONE (unchanged),Analytics,,Not started,none,,_docs/_user_guide/brazeai/recommendations/viewing_analytics.md,_docs/_user_guide/brazeai/recommendations/viewing_analytics.md,,no,,
NONE (unchanged),Catalog triggers,,Not started,none,,_docs/_user_guide/data/activation/catalogs/catalog_triggers.md,_docs/_user_guide/data/activation/catalogs/catalog_triggers.md,,no,,
NONE (unchanged),Back-in-stock notifications,,Not started,none,,_docs/_user_guide/data/activation/catalogs/catalog_triggers/back_in_stock_notifications.md,_docs/_user_guide/data/activation/catalogs/catalog_triggers/back_in_stock_notifications.md,,no,,
NONE (unchanged),Price drop notifications,,Not started,none,,_docs/_user_guide/data/activation/catalogs/catalog_triggers/price_drop_notifications.md,_docs/_user_guide/data/activation/catalogs/catalog_triggers/price_drop_notifications.md,,no,,
NONE (unchanged),Create a catalog,,Not started,none,,_docs/_user_guide/data/activation/catalogs/create.md,_docs/_user_guide/data/activation/catalogs/create.md,,no,,
NONE (unchanged),Selections,,Not started,none,,_docs/_user_guide/data/activation/catalogs/selections.md,_docs/_user_guide/data/activation/catalogs/selections.md,,no,,
NONE (unchanged),Using catalogs,,Not started,none,,_docs/_user_guide/data/activation/catalogs/use.md,_docs/_user_guide/data/activation/catalogs/use.md,,no,,
NONE (unchanged),Nested objects,,Not started,none,,_docs/_user_guide/data/activation/custom_data/custom_events/nested_objects.md,_docs/_user_guide/data/activation/custom_data/custom_events/nested_objects.md,,no,,
NONE (unchanged),Manage custom data,,Not started,none,,_docs/_user_guide/data/activation/custom_data/managing_custom_data.md,_docs/_user_guide/data/activation/custom_data/managing_custom_data.md,,no,,
NONE (unchanged),Product blocks,,Not started,none,,_docs/_user_guide/data/activation/custom_data/recommended_events/product_blocks.md,_docs/_user_guide/data/activation/custom_data/recommended_events/product_blocks.md,,no,,
2 - Data,Report metrics glossary,Bre,Done (deleted),archive + redirect,,_docs/_user_guide/data/activation/report_metrics.md,_docs/_user_guide/data/activation/report_metrics.md,,no,https://github.com/braze-inc/braze-docs/pull/12255,Deleted. Duplicate of Analytics > Reporting > Report metrics. Tile on Activation landing page now links to canonical version.
NONE (unchanged),Braze Data Platform,,Not started,none,,_docs/_user_guide/data/braze_data_platform.md,_docs/_user_guide/data/braze_data_platform.md,,no,,
2 - Data,Export custom event aggregates,Bre,Done,move + redirect,Analytics > Reports > Custom events report,_docs/_user_guide/data/distribution/export_braze_data/export_custom_event_data.md,_docs/_user_guide/analytics/reports/custom_events_report.md,,yes,https://github.com/braze-inc/braze-docs/pull/12255,Moved to Analytics > Reports as custom_events_report.md. Restructured to match Global control group report format.
NONE (unchanged),Export troubleshooting,,Not started,none,,_docs/_user_guide/data/distribution/export_braze_data/export_troubleshooting.md,_docs/_user_guide/data/distribution/export_braze_data/export_troubleshooting.md,,no,,
2 - Data,Export usage analytics,Bre,Done (deleted),archive + redirect,,_docs/_user_guide/data/distribution/export_braze_data/exporting_app_usage_data.md,_docs/_user_guide/data/distribution/export_braze_data/exporting_app_usage_data.md,,no,https://github.com/braze-inc/braze-docs/pull/12255,Deleted. Outdated duplicate of Analytics > Dashboards > Home. Redirect added.
2 - Data,Export revenue & total revenue data,Bre,Done (deleted),archive + redirect,,_docs/_user_guide/data/distribution/export_braze_data/exporting_revenue_data.md,_docs/_user_guide/data/distribution/export_braze_data/exporting_revenue_data.md,,no,https://github.com/braze-inc/braze-docs/pull/12255,Unique content folded into Analytics > Reports > Revenue report. Article deleted. Redirect added.
2 - Data,Opening CSV reports in excel,Bre,Done (deleted),archive + redirect,,_docs/_user_guide/data/distribution/export_braze_data/opening_csv_reports_in_excel.md,_docs/_user_guide/data/distribution/export_braze_data/opening_csv_reports_in_excel.md,,no,https://github.com/braze-inc/braze-docs/pull/12255,Converted to FAQ entry on Export Braze data landing page. Article deleted.
NONE (unchanged),Export segment data to CSV,,Not started,none,,_docs/_user_guide/data/distribution/export_braze_data/segment_data_to_csv.md,_docs/_user_guide/data/distribution/export_braze_data/segment_data_to_csv.md,,no,,
NONE (unchanged),FAQs,,Not started,none,,_docs/_user_guide/data/unification/cloud_ingestion/faqs.md,_docs/_user_guide/data/unification/cloud_ingestion/faqs.md,,no,,
NONE (unchanged),Create a transformation,,Not started,none,,_docs/_user_guide/data/unification/data_transformation/creating_a_transformation.md,_docs/_user_guide/data/unification/data_transformation/creating_a_transformation.md,,no,,
NONE (unchanged),Engagement tools,,Not started,none,,_docs/_user_guide/engagement_tools.md,_docs/_user_guide/engagement_tools.md,,no,,
NONE (unchanged),Build campaigns,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/building_campaigns.md,_docs/_user_guide/engagement_tools/campaigns/building_campaigns.md,,no,,
NONE (unchanged),Create a campaign,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/building_campaigns/creating_campaign.md,_docs/_user_guide/engagement_tools/campaigns/building_campaigns/creating_campaign.md,,no,,
NONE (unchanged),API-triggered delivery,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/building_campaigns/delivery_types/api_triggered_delivery.md,_docs/_user_guide/engagement_tools/campaigns/building_campaigns/delivery_types/api_triggered_delivery.md,,no,,
NONE (unchanged),Content calendar,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/building_campaigns/delivery_types/campaign_calendar.md,_docs/_user_guide/engagement_tools/campaigns/building_campaigns/delivery_types/campaign_calendar.md,,no,,
NONE (unchanged),Scheduled delivery,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/building_campaigns/delivery_types/scheduled_delivery.md,_docs/_user_guide/engagement_tools/campaigns/building_campaigns/delivery_types/scheduled_delivery.md,,no,,
NONE (unchanged),Action-based delivery,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/building_campaigns/delivery_types/triggered_delivery.md,_docs/_user_guide/engagement_tools/campaigns/building_campaigns/delivery_types/triggered_delivery.md,,no,,
NONE (unchanged),Attribute triggers,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/building_campaigns/delivery_types/triggered_delivery/attribute_triggers.md,_docs/_user_guide/engagement_tools/campaigns/building_campaigns/delivery_types/triggered_delivery/attribute_triggers.md,,no,,
NONE (unchanged),Campaign connector,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/building_campaigns/delivery_types/triggered_delivery/campaign_connector.md,_docs/_user_guide/engagement_tools/campaigns/building_campaigns/delivery_types/triggered_delivery/campaign_connector.md,,no,,
NONE (unchanged),Getting started,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/getting_started.md,_docs/_user_guide/engagement_tools/campaigns/getting_started.md,,no,,
